id,title,url,themes,registrations_count,organization_name
20306,McHacks 11,https://mchacks-11.devpost.com/,Open Ended,382,HackMcGill
888,HackIllinois,https://hackillinois2014s.devpost.com/,Beginner Friendly,298,"Devpost, Inc."
13021,NFT Vision Hack,https://nftvisionhack.devpost.com/,"Blockchain, Fintech, Gaming",289,Indorse
1227,NoSQL Mobile App Challenge ,https://rackspacemobile.devpost.com/,Beginner Friendly,282,"Devpost, Inc."
3267,SpartaHack 2016,https://spartahack2016.devpost.com/,Beginner Friendly,278,"Devpost, Inc."
17552,Los Altos Hacks VII,https://losaltoshacks7.devpost.com/,"Beginner Friendly, Open Ended",350,Los Altos Hacks
4854,nwHacks 2017,https://nwhacks2017.devpost.com/,Beginner Friendly,273,"Devpost, Inc."
3260,Hacktech,https://hacktech.devpost.com/,Beginner Friendly,270,"Devpost, Inc."
11821,McHacks 8,https://mchacks8.devpost.com/,Beginner Friendly,340,"Devpost, Inc."
1312,"Opportunity Hack San Jose, eBay Inc. San Jose ",https://opportunityhack2014sanjose.devpost.com/,Beginner Friendly,262,"Devpost, Inc."
8414,MadurAIOpenTecHackathon,https://625001.devpost.com/,"Blockchain, Machine Learning/AI, IoT",258,"Devpost, Inc."
10299,Philly Codefest 2020,https://philly-codefest-2020.devpost.com/,Social Good,254,"Devpost, Inc."
3363,Java Tools Challenge,https://javachallenge.devpost.com/,Beginner Friendly,251,"Devpost, Inc."
4369,HackHarvard 2016,https://hackharvard2016.devpost.com/,Beginner Friendly,248,"Devpost, Inc."
7049,HackDuke 2018: Code For Good,https://hackduke-2018.devpost.com/,Beginner Friendly,244,"Devpost, Inc."
13282,CovLab Global II: EduTech,https://covlab-global-ii-edutech.devpost.com/,"Education, Beginner Friendly, Social Good",311,covlab global
11642,Hackatown 2021,https://hackatown-2021.devpost.com/,"Productivity, Lifehacks, Social Good",308,"Devpost, Inc."
5985,The Sports Innovation Challenge by Georgia Tech Athletics,https://gtsportschallenge.devpost.com/,Beginner Friendly,234,"Devpost, Inc."
14578,Local Hack Day: Build Day 5,https://lhd-build-day-5.devpost.com/,"Beginner Friendly, Open Ended, Social Good",301,Major League Hacking
558,Clinical Trial Visualization Redesign,https://ctdesign.devpost.com/,Beginner Friendly,227,"Devpost, Inc."
6923,HackMTY 2018,https://hackmty2018.devpost.com/,Beginner Friendly,224,"Devpost, Inc."
18719,Global Hack Week: Web3,https://global-hack-week-web3.devpost.com/,"Beginner Friendly, Blockchain, Open Ended",290,Major League Hacking
11073,HackNC 2020,https://hacknc2020.devpost.com/,"Social Good, COVID-19",287,"Devpost, Inc."
12521,Explore Hacks,https://explorehacks.devpost.com/,"Beginner Friendly, Open Ended, Social Good",283,highschool
3572,Smart Cities Hackathon 3.0,https://smartcitieshack3.devpost.com/,Beginner Friendly,212,"Devpost, Inc."
5531,ArchHacks 2017,https://archhacks2017.devpost.com/,Beginner Friendly,209,"Devpost, Inc."
3014,Junction 2015,https://hackjunction-2015.devpost.com/,Beginner Friendly,207,"Devpost, Inc."
4721,Hackpoly 2017,https://hackpoly2017.devpost.com/,Beginner Friendly,205,"Devpost, Inc."
11300,Idea Hackathon,https://idea-hackathon-ieee.devpost.com/,Beginner Friendly,269,"Devpost, Inc."
13834,Health Hack,https://healthhack21.devpost.com/,"AR/VR, Health, Machine Learning/AI",200,Haus Der Wissenschaft Braunschweig 
9791,IEEE Spring 2020 Quarterly Projects,https://ieeeqp2020.devpost.com/,"COVID-19, Social Good",197,"Devpost, Inc."
16710,The Climate Change-Makers Challenge: 2022,https://climatechangemakers2022.devpost.com/,"Beginner Friendly, Open Ended, Social Good",260,The OATHE Project
14568,Local Hack Day: Build Day 4 ,https://lhd-build-day-4.devpost.com/,"Beginner Friendly, Open Ended, Social Good",256,Major League Hacking
17174,Philly Codefest 2023 at Drexel University presented by Comcast,https://philly-codefest-2023.devpost.com/,"IoT, Social Good, Beginner Friendly",253,Drexel University CCI
7970,ETHWaterloo,https://ethwaterloo2.devpost.com/,Blockchain,187,"Devpost, Inc."
8621,ShellHacks 2019,https://shellhacks-2019.devpost.com/,Beginner Friendly,185,"Devpost, Inc."
14762,HackMerced VII,https://hackmerced-vii.devpost.com/,"Education, Beginner Friendly, Open Ended",247,HackMerced
17166,WiCHacks '23,https://wichacks-23.devpost.com/,"Beginner Friendly, Education, Social Good",245,Women in Computing at RIT
20316,QHacks 2024,https://qhacks-2024.devpost.com/,"Machine Learning/AI, Beginner Friendly, Web",243,Queen's University
1429,InMobi Hack Day 2014,https://inmobihackday2014.devpost.com/,Beginner Friendly,178,"Devpost, Inc."
12332,Hack-ccessible,https://hack-ccessible.devpost.com/,"Beginner Friendly, Open Ended, Social Good",238,Major League Hacking
4132,TECHFEST Munich,https://techfest-munich.devpost.com/,Beginner Friendly,174,"Devpost, Inc."
7502,SXSW 2019 Hackathon,https://sxswhackathon2019.devpost.com/,Beginner Friendly,172,"Devpost, Inc."
19535,Hack The Mountains,https://htm4-online.devpost.com/,"Beginner Friendly, Open Ended",233,Sudan's Tech
18937,5G Innovation Hackathon,https://5g-innovation-hackathon.devpost.com/,"Fintech, IoT",230,Code for Pakistan
12754,IATA ONE Record Hackathon,https://onerecord2021.devpost.com/,"E-commerce/Retail, Fintech, IoT",167,iata
10260,health{hacks},https://health-hacks.devpost.com/,COVID-19,165,"Devpost, Inc."
11327,Who Done It Hacks?,https://whodoneithacks.devpost.com/,Beginner Friendly,225,"Devpost, Inc."
2104,HackMTY,https://hackmty.devpost.com/,Beginner Friendly,162,"Devpost, Inc."
9729,2020 Spring Payments Hackathon by Marqeta,https://marqetahackathon.devpost.com/,Fintech,160,Marqeta
543,The BookSmash Challenge: Break the Binding,https://booksmash.devpost.com/,Beginner Friendly,159,"Devpost, Inc."
6422,HackPSU Spring 2018,https://hackpsu-s2018.devpost.com/,Beginner Friendly,157,"Devpost, Inc."
19611,NewHacks 2023,https://newhacks-2023.devpost.com/,"Beginner Friendly, E-commerce/Retail, Machine Learning/AI",215,IEEE U of T
9560,HarmonyHacks,https://harmonyhacks2020.devpost.com/,"Social Good, DevOps, IoT",154,"Devpost, Inc."
354,ETS Assessment Games Challenge,https://etsgameschallenge.devpost.com/,Beginner Friendly,152,"Devpost, Inc."
11992,iNTUition v7.0,https://intuition-v7.devpost.com/,"COVID-19, Lifehacks, Social Good",209,IEEE NTU Student Branch
19582,sunhacks 2023,https://sunhacks-2023.devpost.com/,"Beginner Friendly, Open Ended",207,sunhacks
1329,SUMURR mHealth Challenge,https://mhealth.devpost.com/,Beginner Friendly,147,Ford
10305,FlareHacks 2020,https://flarehacks2020.devpost.com/,"Productivity, Social Good, COVID-19",145,"Devpost, Inc."
9928,Together Vs Virus | Ensemble Vs Virus,https://togethervsvirus.devpost.com/,"Social Good, COVID-19",144,"Devpost, Inc."
3079,AGHacks 2015,https://aghacks2015.devpost.com/,Beginner Friendly,143,"Devpost, Inc."
5585,Knight Hacks 2017,https://knight-hacks-2017.devpost.com/,Beginner Friendly,141,"Devpost, Inc."
17819,HackThePlan,https://hacktheplan.devpost.com/,"Beginner Friendly, Low/No Code, Open Ended",197,Major League Hacking
12404,Stanford Open Datathon,https://stanford-open-datathon.devpost.com/,"COVID-19, Education, Social Good",196,Stanford Open Data Project
18675,8th Wall: Shared AR x Ingress Challenge,https://8w-shared-ar-ingress.devpost.com/,AR/VR,137,Niantic
18537,Hack Dearborn: Disrupt Reality,https://hackdearborn2.devpost.com/,"Beginner Friendly, Machine Learning/AI, Open Ended",192,Major League Hacking
20736,Codebrew 2024,https://codebrew-2024.devpost.com/,"Beginner Friendly, Education, Open Ended",191,CISSA
2900,HopHacks - Fall 2015,https://hophacksfall2015.devpost.com/,Beginner Friendly,133,"Devpost, Inc."
7094,HackUTA Fall 2018,https://hackuta2018.devpost.com/,Beginner Friendly,132,"Devpost, Inc."
13708,GovTech Hackathon 2021,https://govtech-hackathon.devpost.com/,"Education, Health, Social Good",186,KP Information Technology Board
4540,WiCHacks 2017,https://wichacks2017.devpost.com/,Beginner Friendly,129,"Devpost, Inc."
8410,HopHacks Fall 2019,https://hophacks-fall-2019.devpost.com/,Beginner Friendly,127,"Devpost, Inc."
13670,Knight Hacks,https://knight-hacks-2021.devpost.com/,Beginner Friendly,181,Knight Hacks
4660,HopHacks - Spring 2017,https://hophacks-spring-2017.devpost.com/,Beginner Friendly,125,"Devpost, Inc."
20234,DevFest 24,https://devfest-24.devpost.com/,"Beginner Friendly, Machine Learning/AI, Social Good",178,Application Development Initiative (ADI)
19589,SacHacks V,https://sachacks-v.devpost.com/,"AR/VR, Design, Machine Learning/AI",176,SacHacks
12051,HackVH,https://hackvh.devpost.com/,"Fintech, Social Good, Health",176,Vernon Hills High School CS Club
12922, I’M-POSSIBLE Hackathon ー Japan-Israel Online Disability Hackathon,https://makerpossible.devpost.com/,"Health, Social Good",174,"Israel Embassy Tokyo, Nippon Foundation"
16998,What The Hack 2022,https://wth-2022.devpost.com/,"Health, IoT, Social Good",173,What The Hack
10264,NewtonHACKS Session 1,https://newtonhacks-session-1.devpost.com/,Beginner Friendly,118,"Devpost, Inc."
11382,PitchTeen Startup Competition ,https://pitchteen-startup-competition.devpost.com/,"IoT, Productivity, Lifehacks",171,"Devpost, Inc."
9888,Coronathon,https://coronathon.devpost.com/,COVID-19,116,"Devpost, Inc."
10875,Essity Datathon,https://essity-datathon.devpost.com/,"IoT, Productivity, Health",115,"Devpost, Inc."
8336,TwitchCon Hackathon 2019 Presented by Major League Hacking,https://twitchcon-hackathon-2019.devpost.com/,Beginner Friendly,114,Amazon
10257,HackBangPH,https://hackbangph.devpost.com/,"Productivity, Lifehacks, COVID-19",113,"Devpost, Inc."
13061,OHacksIO,https://ohacksio.devpost.com/,Social Good,165,ohacksio
8603,DevFest'19 jeddah ,https://devfest-19-jeddah.devpost.com/,"Machine Learning/AI, Communication, Social Good",111,"Devpost, Inc."
6178,Hackboard 2.0 by Blackboard,https://hackboard.devpost.com/,"Machine Learning/AI, Social Good",110,Blackboard
10040,Hackathon Freiburg SMART & DIGITAL HEALTH,https://hackathon-freiburg.devpost.com/,"IoT, Social Good, COVID-19",109,"Devpost, Inc."
8208,2019 DocuSign Momentum Conference Official Hackathon,https://2019-ds-momentum-hackathon.devpost.com/,Social Good,108,"Devpost, Inc."
13075,AbilityHacks,https://abilityhacks.devpost.com/,"Beginner Friendly, Social Good",159,AblifyNow
12951,Hack the Summer,https://aimlc-iitd-soml-2021.devpost.com/,Machine Learning/AI,158,AIMLC IITD
11999,TuffyHacks 2021,https://tuffyhacks-2021.devpost.com/,"Education, Productivity, Social Good",157,CSUF ECS Community
1924,DeltaHacks 2015 - Hackathon for Change,https://deltahacks.devpost.com/,Beginner Friendly,105,"Devpost, Inc."
10467,HackNJIT 2020,https://hacknjit2020.devpost.com/,Beginner Friendly,104,"Devpost, Inc."
2565,Hack With The Best,https://hackwiththebest.devpost.com/,Beginner Friendly,104,"Devpost, Inc."
17545,Global Power Platform Bootcamp Nairobi 2023 Hackathon,https://gppb-ke-2023-hackathon.devpost.com/,"Low/No Code, Lifehacks, Open Ended",153,Power Platform User Group KE
5612,Vistara Hackathon Bangalore,https://vistara-hackathon-bangalore.devpost.com/,Beginner Friendly,102,"Devpost, Inc."
9099,Jelbi-Hackathon der BVG,https://jelbi-hackathon.devpost.com/,Beginner Friendly,101,"Devpost, Inc."
12108,Hack21 by Coding Cougars,https://hack21-by-coding-cougars.devpost.com/,"COVID-19, Health, Machine Learning/AI",151,Coding Cougars
21431,AcademiesHacks 2024,https://aclhacks24.devpost.com/,"Beginner Friendly, Education",149,Academies of Loudoun
4608,Ideation | HACK TO TEACH,https://ideation-hacktoteach.devpost.com/,Beginner Friendly,99,"Devpost, Inc."
4567,UMSL|Hack has moved to umslhack.io,https://umslhack.devpost.com/,Beginner Friendly,98,"Devpost, Inc."
6895,GrizzHacks 3,https://grizzhacks3.devpost.com/,Beginner Friendly,97,"Devpost, Inc."
14342,Bon Hacketit 2.0,https://bonhacketittwo.devpost.com/,"Beginner Friendly, Open Ended",146,Major League Hacking
14380,ElleHacks 2022,https://ellehacks2022.devpost.com/,"Beginner Friendly, Social Good, Open Ended",145,ElleHacks
20109,Appgud hacks,https://appgud-hacks.devpost.com/,"Open Ended, Mobile, Web",144,appgud
6313,Power The Future DesignAthon,https://powerthefuture2018.devpost.com/,Beginner Friendly,94,"Devpost, Inc."
13971,Cutie Hack 2021,https://cutiehack2021.devpost.com/,"Beginner Friendly, Education, Open Ended",142,Citrus Hack
7830,cmd-f 2019,https://2019cmd-f.devpost.com/,Beginner Friendly,92,"Devpost, Inc."
15606,Graph Hack,https://graphhack.devpost.com/,Blockchain,140,The Graph
2925,MXHacks III,https://mxhacks-iii.devpost.com/,Beginner Friendly,91,"Devpost, Inc."
14418,TechTogether Miami,https://techtogether-miami.devpost.com/,"Beginner Friendly, Low/No Code, Social Good",138,TechTogether
20633,HackUDC 2024,https://hackudc-2024.devpost.com/,"Beginner Friendly, Education, Open Ended",137,GPUL
7470,Duckhacks Hackathon 2019,https://duckhacks-hackathon-2019.devpost.com/,Beginner Friendly,89,"Devpost, Inc."
14361,Odyssey Hackathon 2021 - For underrepresented students,https://join-odyssey.devpost.com/,"Beginner Friendly, Social Good",136,Odyssey
4529,MasseyHacks III,https://masseyhacks3.devpost.com/,Beginner Friendly,88,"Devpost, Inc."
11225,CatHacks: Winter Edition,https://cathacks-winter-edition.devpost.com/,Beginner Friendly,135,"Devpost, Inc."
2797,Numenta HTM Challenge,https://htmchallenge.devpost.com/,Beginner Friendly,87,"Devpost, Inc."
8946,Honeycomb Smart Contract Hackathon,https://honeycomb.devpost.com/,"Blockchain, Fintech",86,CLCGio
21935,ReverieHacks,https://reveriehacks.devpost.com/,"Machine Learning/AI, Low/No Code, IoT",133,ReverieHacks
12107,HackReality,https://thehackreality.devpost.com/,"AR/VR, Education, Gaming",132,UNC at Chapel Hill
1388,DreamHack Dreamhackathon 2014,https://dreamhackathon.devpost.com/,Beginner Friendly,85,"Devpost, Inc."
18776,Anthropic Claude 2 Hackathon,https://claude2hackathon.devpost.com/,Machine Learning/AI,130,Cerebral Valley
7183,jacobsHack! 2018,https://jacobshack2018.devpost.com/,Beginner Friendly,83,"Devpost, Inc."
10399,Ideate 2020,https://ideate2020.devpost.com/,Productivity,82,"Devpost, Inc."
18309,SB HACKS IX,https://sb-hacks-ix.devpost.com/,"Beginner Friendly, Open Ended, Social Good",128,SB Hacks
4308,C/I Winter Hack Powered by Fullstack Academy,https://ciwinter2016hackathon.devpost.com/,Beginner Friendly,81,"Devpost, Inc."
21059,Bath Hack 2024,https://bh24.devpost.com/,Beginner Friendly,126,Bath Computer Science Society
4638,ProfHacks,https://profhacks17.devpost.com/,Beginner Friendly,80,"Devpost, Inc."
9867,HackCOVID 5: Health/Medical,https://hackcovid-5.devpost.com/,"Social Good, COVID-19",79,"Devpost, Inc."
21341,Meta Llama 3 Hackathon,https://metallama3.devpost.com/,"Machine Learning/AI, Robotic Process Automation, Web",124,Cerebral Valley
5474,SkyHack 2017,https://skyhack1.devpost.com/,Beginner Friendly,78,"Devpost, Inc."
15864,Hack The Runway,https://hacktherunway.devpost.com/,"Beginner Friendly, Open Ended",123,Major League Hacking
2101,HackLondon 2015,https://hacklondon2015.devpost.com/,Beginner Friendly,77,"Devpost, Inc."
16298,VandyHacks IX,https://vandyhacks-ix.devpost.com/,"Beginner Friendly, Education, Open Ended",121,VandyHacks
4452,HackTheU,https://hacktheu.devpost.com/,Beginner Friendly,76,"Devpost, Inc."
3320,Knight Hacks,https://knighthacks.devpost.com/,Beginner Friendly,75,"Devpost, Inc."
7566,Womxn/Hacks,https://womxn-hacks.devpost.com/,Beginner Friendly,74,"Devpost, Inc."
20199,Auburn Hacks 2024,https://auburnhacks-2024.devpost.com/,"Beginner Friendly, Open Ended",118,Auburn University ACM
20065,Royal Hackaway v7,https://royal-hackaway-v7.devpost.com/,"Beginner Friendly, IoT, Open Ended",117,Royal Holloway Computing Society
16774,LunarHacks 2022,https://lunarhacks-2022.devpost.com/,"Beginner Friendly, Health, Social Good",116,LunarHacks
3985,2016 GBIF Ebbe Nielsen Challenge,https://gbif2016.devpost.com/,"Productivity, Social Good",72,"Devpost, Inc."
10900,ClayHack,https://clayhack.devpost.com/,Beginner Friendly,71,"Devpost, Inc."
4358,Spotless Hack @ the G,https://spotless-hack-the-g.devpost.com/,Beginner Friendly,71,"Devpost, Inc."
15164,Hackbrio'22,https://hackbrio-22.devpost.com/,"Beginner Friendly, Design, Low/No Code",114,Guru Ghasidas University
4474,HackFRee,https://hackfree.devpost.com/,Beginner Friendly,70,"Devpost, Inc."
12690,The Covitech Challenge,https://the-covitech-challenge.devpost.com/,"Beginner Friendly, Social Good, COVID-19",113,Superposition Calcutta
3633,Brewhacks,https://brewhacks.devpost.com/,Beginner Friendly,69,"Devpost, Inc."
19608,HackNotts '84,https://hn84.devpost.com/,"Beginner Friendly, Open Ended",111,HackSoc
7437,Decentralized Application Hackathon,https://deepcloudai-hackathon.devpost.com/,Blockchain,68,"Devpost, Inc."
1300,Hack FOSSCON,https://hackfosscon.devpost.com/,Beginner Friendly,68,"Devpost, Inc."
3276,C/I Code Camp,https://cicodecamp.devpost.com/,Beginner Friendly,67,"Devpost, Inc."
11779,MasseyHacks VII,https://masseyhacks7.devpost.com/,"Beginner Friendly, COVID-19, Open Ended",109,MasseyHacks
4713,EngHack W17,https://enghack-w17.devpost.com/,Beginner Friendly,66,"Devpost, Inc."
15842,Global Hack Week: INIT 2023 Day 4,https://ghw-init-day-4.devpost.com/,"Beginner Friendly, Open Ended, Social Good",108,Major League Hacking
4702,Disrupt the District,https://disrupt-the-district.devpost.com/,Beginner Friendly,65,"Devpost, Inc."
21110,Morgan Hacks 2024,https://morgan-hacks-2024.devpost.com/,"Education, Health, Social Good",106,MorganHacks
9106,ManMetHacks 2.0,https://manmethacks2020.devpost.com/,Beginner Friendly,64,"Devpost, Inc."
19048,HackDuke: Code for Good 2023,https://hackduke2023.devpost.com/,"Beginner Friendly, Social Good",105,HackDuke
7989,KleinHacks,https://kleinhacks2019.devpost.com/,Beginner Friendly,63,"Devpost, Inc."
17999,MariHacks 2023,https://marihacks-2023.devpost.com/,"Beginner Friendly, Open Ended, Web",104,MariHacks
6622,3rd Annual Immigrant Heritage Month Hackathon,https://ihm-hackathon-2018.devpost.com/,Beginner Friendly,62,"Devpost, Inc."
20999,Uncommon Hacks 2024,https://uncommon-hacks-2024.devpost.com/,"Beginner Friendly, Music/Art, Open Ended",103,Uncommon Hacks
8350,Smart Mobility Hackathon,https://herehack.devpost.com/,Beginner Friendly,61,"Devpost, Inc."
20359,MadData '24,https://maddata-24.devpost.com/,"Beginner Friendly, Education, Open Ended",102,dotData
14545,BlairHacks_5,https://bh5.devpost.com/,"Beginner Friendly, Education, Health",101,BlairHacks
6056,DerbyHacks 3,https://derbyhacks3.devpost.com/,Beginner Friendly,60,"Devpost, Inc."
818,appbackr HTML5 to Tizen Challenge,https://html5fortizen.devpost.com/,Beginner Friendly,60,"Devpost, Inc."
6087,WolfHacks '18,https://wolfhacks.devpost.com/,Beginner Friendly,59,"Devpost, Inc."
17726, Global Hack Week: Social Good Day 1,https://ghw-social-good-day-1.devpost.com/,"Beginner Friendly, Education, Social Good",99,Major League Hacking
7188,T-Mobile Hacktober 2018,https://tmohacktober2018.devpost.com/,Beginner Friendly,58,"Devpost, Inc."
21350,Barranqui-IA,https://barranquiia.devpost.com/,Machine Learning/AI,98,Fundación Codigo Abierto
7442,NSBEHacks UofT 2019 (Inaugural),https://nsbehacks-uoft.devpost.com/,"Beginner Friendly, Social Good, Web",57,NSBE UofT
1885,Stacs Hack 2015,https://stacshack.devpost.com/,Beginner Friendly,57,"Devpost, Inc."
12753,YorkU Full Stack Web Dev hands-on,https://yorkstack-202108.devpost.com/,"Education, Web",97,York University
9290,QWER Hacks,https://qwerhacks2020.devpost.com/,Social Good,56,"Devpost, Inc."
1829,Round 2: Epson Moverio Develop the Future App Challenge,https://epsonmoverio2.devpost.com/,Beginner Friendly,56,"Devpost, Inc."
11402,YRHacks,https://yrhacks.devpost.com/,"Beginner Friendly, Design, Education",95,York Region District School Board
20694,HackBeanpot 2024,https://hackbeanpot2024.devpost.com/,"Beginner Friendly, Social Good",94,HackBeanpot
5567,WeCanCode Hackathon 2017,https://wecancode-hack-mexico-2017.devpost.com/,Beginner Friendly,54,"Devpost, Inc."
16139,Hack to School,https://hacktoschool.devpost.com/,"Beginner Friendly, Open Ended",93,Major League Hacking
12818,hackathon x - vol.2,https://hackathon-x.devpost.com/,"Education, Gaming, Machine Learning/AI",92,Hack & Söhne; Badisches Landesmuseum
5427,QUEEN CITY <hack> ,https://queencity-hack.devpost.com/,Beginner Friendly,53,"Devpost, Inc."
15281,HackPSU Spring 2022,https://hackpsu-spring-2022.devpost.com/,Beginner Friendly,91,HackPSU
6701,Dishathon2018,https://dishathon2018.devpost.com/,Beginner Friendly,52,"Devpost, Inc."
2401,Atid Day School Innovation Hackathon,https://atidhackathon.devpost.com/,Beginner Friendly,52,"Devpost, Inc."
